accuracy,reaction_time,error_ratio,accuracy_trend,incorrect_responses,n
73.91304347826086,0.0019290447235107422,0.2608695652173913,-0.11616504328007736,6,2
75.0,0.002252817153930664,0.25,-0.13322318976062117,6,2
76.0,0.0019135475158691406,0.24,-0.14564822478867884,6,2
100.0,0.0017702579498291016,0.0,-0.10203954946336215,0,3
100.0,0.0014376640319824219,0.0,-0.0630506191862164,0,3
66.66666666666666,0.0021948814392089844,0.3333333333333333,-0.0980610748389656,1,3
75.0,0.0019059181213378906,0.25,-0.1122898162335971,1,3
60.0,0.001966714859008789,0.4,-0.15402380077457195,2,3
50.0,0.0021104812622070312,0.5,-0.20995065570928959,3,3
57.14285714285714,0.0021631717681884766,0.42857142857142855,-0.24684899580751007,3,3
62.5,0.003581523895263672,0.375,-0.27023383987086924,3,3
66.66666666666666,0.0019114017486572266,0.3333333333333333,-0.2837996645067505,3,3
70.0,0.0027370452880859375,0.3,-0.2901236585666372,3,3
72.72727272727273,0.0018677711486816406,0.2727272727272727,-0.291058700702513,3,3
75.0,0.0019054412841796875,0.25,-0.28796790022131386,3,3
76.92307692307693,0.0019559860229492188,0.23076923076923078,-0.2818720176069822,3,3
71.42857142857143,0.0018846988677978516,0.2857142857142857,-0.2838482610718856,4,3
66.66666666666666,0.002089977264404297,0.3333333333333333,-0.29191062610193236,5,3
68.75,0.002010822296142578,0.3125,-0.29603907296863025,5,3
64.70588235294117,0.0020606517791748047,0.35294117647058826,-0.3047446942175338,6,3
66.66666666666666,0.0020666122436523438,0.3333333333333333,-0.3098073415129598,6,3
68.42105263157895,0.002190828323364258,0.3157894736842105,-0.3118781213270026,6,3
70.0,0.0019273757934570312,0.3,-0.3114937188912453,6,3
71.42857142857143,0.0019364356994628906,0.2857142857142857,-0.30909856882994874,6,3
72.72727272727273,0.0019872188568115234,0.2727272727272727,-0.3050621582513234,6,3
73.91304347826086,0.0018951892852783203,0.2608695652173913,-0.29969267323999466,6,3
75.0,0.0019884109497070312,0.25,-0.2932478619701233,6,3
